chr	start	end	exon	CCDS	transcript_ids	ranks	len	strand
1	32122634	32122669	ENSE00001351401	CCDS41297.1	ENST00000373672	65	36	-1
1	32124089	32124178	ENSE00001366492	CCDS41297.1	ENST00000373672	64	90	-1
1	32124515	32124565	ENSE00001414019	CCDS41297.1	ENST00000373672	63	51	-1
1	32126186	32126239	ENSE00001351408	CCDS41297.1	ENST00000373672	62	54	-1
1	32126667	32126720	ENSE00001049298	CCDS41297.1	ENST00000373672	61	54	-1
1	32127015	32127059	ENSE00001049360	CCDS41297.1	ENST00000373672	60	45	-1
1	32127261	32127305	ENSE00001049330	CCDS41297.1	ENST00000373672	59	45	-1
1	32127935	32127988	ENSE00001049309	CCDS41297.1	ENST00000373672	58	54	-1
1	32128188	32128259	ENSE00000957144	CCDS41297.1	ENST00000373672	57	72	-1
1	32130773	32130835	ENSE00001240028	CCDS41297.1	ENST00000373672	56	63	-1
1	32131184	32131219	ENSE00001049299	CCDS41297.1	ENST00000373672	55	36	-1
1	32131483	32131536	ENSE00001351439	CCDS41297.1	ENST00000373672	54	54	-1
1	32131638	32131682	ENSE00001351441	CCDS41297.1	ENST00000373672	53	45	-1
1	32133176	32133229	ENSE00001416222	CCDS41297.1	ENST00000373672	52	54	-1
1	32133766	32133819	ENSE00001302508	CCDS41297.1	ENST00000373672	51	54	-1
1	32134403	32134456	ENSE00001420548	CCDS41297.1	ENST00000373672	50	54	-1
1	32136203	32136247	ENSE00001425258	CCDS41297.1	ENST00000373672	49	45	-1
1	32137216	32137260	ENSE00001405007	CCDS41297.1	ENST00000373672	48	45	-1
1	32138017	32138103	ENSE00001240051	CCDS41297.1	ENST00000373672	47	87	-1
1	32138197	32138238	ENSE00001049319	CCDS41297.1	ENST00000373672	46	42	-1
1	32140608	32140640	ENSE00001461224	CCDS41297.1	ENST00000373672	44	33	-1
1	32140859	32140912	ENSE00001049351	CCDS41297.1	ENST00000373672	43	54	-1
1	32145233	32145286	ENSE00000957124	CCDS41297.1	ENST00000373672	42	54	-1
1	32145405	32145452	ENSE00001351488	CCDS41297.1	ENST00000373672	41	48	-1
1	32145643	32145702	ENSE00001411271	CCDS41297.1	ENST00000373672	40	60	-1
1	32146506	32146532	ENSE00001408743	CCDS41297.1	ENST00000373672	39	27	-1
1	32146624	32146668	ENSE00001431648	CCDS41297.1	ENST00000373672	38	45	-1
1	32148535	32148603	ENSE00001049321	CCDS41297.1	ENST00000373672	37	69	-1
1	32148795	32148848	ENSE00001049353	CCDS41297.1	ENST00000373672	36	54	-1
1	32148935	32148970	ENSE00001049296	CCDS41297.1	ENST00000373672	35	36	-1
1	32149308	32149349	ENSE00001049341	CCDS41297.1	ENST00000373672	34	42	-1
1	32149551	32149604	ENSE00001049316	CCDS41297.1	ENST00000373672	33	54	-1
1	32150124	32150231	ENSE00001381453	CCDS41297.1	ENST00000373672	31	108	-1
1	32150422	32150457	ENSE00001049301	CCDS41297.1	ENST00000373672	30	36	-1
1	32151692	32151736	ENSE00001432807	CCDS41297.1	ENST00000373672	28	45	-1
1	32151845	32151880	ENSE00001419681	CCDS41297.1	ENST00000373672	27	36	-1
1	32154068	32154103	ENSE00001461247	CCDS41297.1	ENST00000373672	26	36	-1
1	32154651	32154686	ENSE00001337078	CCDS41297.1	ENST00000373672	24	36	-1
1	32155968	32155994	ENSE00001370390	CCDS41297.1	ENST00000373672	22	27	-1
1	32156130	32156174	ENSE00001374034	CCDS41297.1	ENST00000373672	21	45	-1
1	32156789	32156827	ENSE00001367413	CCDS41297.1	ENST00000373672	20	39	-1
1	32157018	32157113	ENSE00001389259	CCDS41297.1	ENST00000373672	19	96	-1
1	32157199	32157243	ENSE00001317341	CCDS41297.1	ENST00000373672	18	45	-1
1	32157606	32157668	ENSE00001049318	CCDS41297.1	ENST00000373672	17	63	-1
1	32158075	32158110	ENSE00001049334	CCDS41297.1	ENST00000373672	16	36	-1
1	32158199	32158243	ENSE00001049313	CCDS41297.1	ENST00000373672	15	45	-1
1	32158368	32158409	ENSE00001049305	CCDS41297.1	ENST00000373672	14	42	-1
1	32158693	32158755	ENSE00001302737	CCDS41297.1	ENST00000373672	13	63	-1
1	32159745	32159771	ENSE00001461262	CCDS41297.1	ENST00000373672	12	27	-1
1	32160787	32160822	ENSE00001461263	CCDS41297.1	ENST00000373672	11	36	-1
1	32161362	32161388	ENSE00001416670	CCDS41297.1	ENST00000373672	10	27	-1
1	32161689	32161742	ENSE00001049300	CCDS41297.1	ENST00000373672	9	54	-1
1	32162821	32162901	ENSE00000957114	CCDS41297.1	ENST00000373672	7	81	-1
1	32193626	32193682	ENSE00001688449	CCDS346.2	ENST00000373658	32	57	-1
1	32193783	32193881	ENSE00001730042	CCDS346.2	ENST00000373658	31	99	-1
1	32194199	32194234	ENSE00001790925	CCDS346.2	ENST00000373658	30	36	-1
1	32198118	32198213	ENSE00001630957	CCDS346.2	ENST00000373658	27	96	-1
1	32205711	32205779	ENSE00001210765	CCDS346.2	ENST00000373658	13	69	-1
1	32258279	32258368	ENSE00001708637	CCDS347.1	ENST00000360482	14	90	-1
1	32267265	32267306	ENSE00001761419	CCDS347.1	ENST00000360482	3	42	-1
1	32381496	32381588	ENSE00002428650	CCDS348.1	ENST00000344035	3	93	-1
1	32542364	32542447	ENSE00001638601	CCDS351.2	ENST00000336294	4	84	1
1	32622454	32622546	ENSE00000763518	CCDS352.1	ENST00000373625	3	93	1
1	32658258	32658332	ENSE00000542105	"CCDS353.1,CCDS353.1"	"ENST00000373609,ENST00000373610"	"7,8"	75	1
1	32658809	32658901	ENSE00000763548	"CCDS353.1,CCDS353.1"	"ENST00000373610,ENST00000373609"	"9,8"	93	1
1	32659666	32659761	ENSE00000763570	"CCDS353.1,CCDS353.1"	"ENST00000373610,ENST00000373609"	"10,9"	96	1
1	32688139	32688231	ENSE00001049482	CCDS357.1	ENST00000373586	2	93	1
1	32694328	32694417	ENSE00001294091	CCDS357.1	ENST00000373586	8	90	1
1	32794669	32794761	ENSE00002245562	CCDS360.1	ENST00000373548	7	93	1
1	32843816	32843884	ENSE00001049494	"CCDS363.2,CCDS44102.1,CCDS44101.1,CCDS44103.1"	"ENST00000455895,ENST00000419121,ENST00000526031,ENST00000446293"	"7,6,5,7"	69	-1
1	33135087	33135164	ENSE00001066011	"CCDS44106.1,CCDS366.1,CCDS44105.1"	"ENST00000458695,ENST00000373493,ENST00000414241"	"8,8,8"	78	1
1	33256763	33256855	ENSE00001208715	CCDS368.1	ENST00000373477	6	93	-1
1	33263364	33263444	ENSE00001208722	CCDS368.1	ENST00000373477	5	81	-1
1	33361511	33361570	ENSE00001325800	CCDS371.1	ENST00000373463	3	60	-1
1	33631072	33631167	ENSE00000764401	"CCDS376.1,CCDS376.1"	"ENST00000291416,ENST00000482586"	"2,2"	96	-1
1	33834137	33834223	ENSE00001683023	CCDS378.1	ENST00000257118	5	87	-1
1	33836618	33836695	ENSE00001776240	CCDS378.1	ENST00000257118	3	78	-1
1	34673758	34673835	ENSE00002136447	"CCDS44108.1,CCDS381.1"	"ENST00000488417,ENST00000373374"	"5,5"	78	1
1	36228005	36228082	ENSE00000861200	CCDS396.1	ENST00000318121	5	78	-1
1	36315758	36315859	ENSE00000916719	CCDS397.1	ENST00000373210	16	102	1
1	36383923	36384024	ENSE00000766088	CCDS398.1	ENST00000373204	17	102	1
1	36509048	36509149	ENSE00000916736	"CCDS400.1,CCDS399.1"	"ENST00000246314,ENST00000373191"	"15,17"	102	1
1	36552805	36552912	ENSE00000766212	CCDS401.1	ENST00000207457	7	108	1
1	36644522	36644626	ENSE00000916746	CCDS30673.1	ENST00000373151	12	105	1
1	36644863	36644916	ENSE00000916745	CCDS30673.1	ENST00000373151	13	54	1
1	36897403	36897483	ENSE00001037370	"CCDS410.1,CCDS409.1"	"ENST00000354267,ENST00000356637"	"4,5"	81	-1
1	36931697	36931801	ENSE00001742315	CCDS412.1	ENST00000331941	16	105	-1
1	37319216	37319323	ENSE00001079190	CCDS416.1	ENST00000373091	8	108	-1
1	37335349	37335402	ENSE00001079193	CCDS416.1	ENST00000373091	5	54	-1
1	38041196	38041300	ENSE00001079257	CCDS421.1	ENST00000373062	10	105	-1
1	38172650	38172736	ENSE00000916830	"CCDS424.1,CCDS424.1"	"ENST00000373055,ENST00000327331"	"9,10"	87	1
1	38297917	38297994	ENSE00001371426	CCDS30676.1	ENST00000373036	7	78	-1
1	38445137	38445205	ENSE00001302176	CCDS428.1	ENST00000373019	9	69	-1
1	38455220	38455267	ENSE00001313064	CCDS428.1	ENST00000373019	2	48	-1
1	39715686	39715775	ENSE00001620643	"CCDS435.1,CCDS435.1"	"ENST00000361689,ENST00000545844"	"3,4"	90	1
1	39719970	39720047	ENSE00002419348	"CCDS435.1,CCDS435.1"	"ENST00000361689,ENST00000545844"	"4,5"	78	1
1	39723608	39723700	ENSE00001600313	"CCDS435.1,CCDS435.1"	"ENST00000361689,ENST00000545844"	"5,6"	93	1
1	39750005	39750100	ENSE00002337877	"CCDS435.1,CCDS435.1"	"ENST00000545844,ENST00000361689"	"11,10"	96	1
1	39758438	39758515	ENSE00001621722	"CCDS435.1,CCDS435.1"	"ENST00000361689,ENST00000545844"	"16,17"	78	1
1	39760718	39760822	ENSE00001765360	"CCDS435.1,CCDS435.1"	"ENST00000361689,ENST00000545844"	"18,19"	105	1
1	39761459	39761554	ENSE00001679208	"CCDS435.1,CCDS435.1"	"ENST00000361689,ENST00000545844"	"19,20"	96	1
1	39785336	39785419	ENSE00001800383	"CCDS435.1,CCDS435.1"	"ENST00000545844,ENST00000361689"	"31,30"	84	1
1	39788280	39788387	ENSE00001722557	"CCDS435.1,CCDS435.1"	"ENST00000545844,ENST00000361689"	"32,31"	108	1
1	39788582	39788680	ENSE00002339224	"CCDS435.1,CCDS435.1"	"ENST00000361689,ENST00000545844"	"32,33"	99	1
1	39898720	39898827	ENSE00001712868	"CCDS435.1,CCDS435.1,CCDS436.1"	"ENST00000361689,ENST00000545844,ENST00000289893"	"62,63,32"	108	1
1	39906896	39906997	ENSE00001611561	"CCDS435.1,CCDS435.1,CCDS436.1"	"ENST00000361689,ENST00000545844,ENST00000289893"	"69,70,39"	102	1
1	39907624	39907725	ENSE00001684520	"CCDS435.1,CCDS436.1,CCDS435.1"	"ENST00000545844,ENST00000289893,ENST00000361689"	"71,40,70"	102	1
1	39929284	39929358	ENSE00001599196	"CCDS435.1,CCDS435.1,CCDS436.1"	"ENST00000361689,ENST00000545844,ENST00000289893"	"89,90,59"	75	1
1	39930767	39930784	ENSE00001793652	CCDS436.1	ENST00000289893	60	18	1
1	40033423	40033518	ENSE00001761879	"CCDS438.1,CCDS44115.1,CCDS44114.1"	"ENST00000372857,ENST00000372858,ENST00000372856"	"7,7,7"	96	-1
1	40097168	40097251	ENSE00001127625	CCDS439.1	ENST00000372852	3	84	-1
1	40207567	40207593	ENSE00001735648	"CCDS442.1,CCDS443.1"	"ENST00000356511,ENST00000324379"	"4,4"	27	1
1	40319642	40319740	ENSE00001504134	CCDS30681.1	ENST00000316891	3	99	-1
1	40432758	40432841	ENSE00001690171	"CCDS446.1,CCDS44118.1"	"ENST00000372811,ENST00000372809"	"9,9"	84	1
1	40433300	40433383	ENSE00001612112	"CCDS446.1,CCDS44118.1"	"ENST00000372811,ENST00000372809"	"10,10"	84	1
1	40527407	40527484	ENSE00001192144	"CCDS41309.1,CCDS41309.1,CCDS41309.1"	"ENST00000372792,ENST00000372797,ENST00000372805"	"4,4,4"	78	1
1	40542514	40542585	ENSE00001192074	"CCDS447.1,CCDS44119.1,CCDS447.1"	"ENST00000529905,ENST00000449045,ENST00000433473"	"8,5,8"	72	-1
1	40544232	40544330	ENSE00002392171	"CCDS447.1,CCDS44119.1,CCDS447.1"	"ENST00000529905,ENST00000449045,ENST00000433473"	"7,4,7"	99	-1
1	40733458	40733544	ENSE00000768290	CCDS449.1	ENST00000372759	3	87	1
1	40751597	40751701	ENSE00000768297	CCDS449.1	ENST00000372759	8	105	1
1	40769479	40769511	ENSE00001717697	CCDS450.1	ENST00000372748	27	33	-1
1	40769600	40769644	ENSE00001634853	CCDS450.1	ENST00000372748	26	45	-1
1	40769736	40769771	ENSE00001755394	CCDS450.1	ENST00000372748	25	36	-1
1	40769992	40770063	ENSE00001732585	CCDS450.1	ENST00000372748	24	72	-1
1	40770148	40770201	ENSE00001687730	CCDS450.1	ENST00000372748	23	54	-1
1	40770466	40770519	ENSE00001746424	CCDS450.1	ENST00000372748	22	54	-1
1	40771387	40771440	ENSE00001785981	CCDS450.1	ENST00000372748	21	54	-1
1	40771815	40771859	ENSE00001671663	CCDS450.1	ENST00000372748	20	45	-1
1	40773118	40773171	ENSE00001598777	CCDS450.1	ENST00000372748	19	54	-1
1	40773375	40773428	ENSE00001722767	CCDS450.1	ENST00000372748	18	54	-1
1	40773864	40773917	ENSE00001791516	CCDS450.1	ENST00000372748	17	54	-1
1	40775610	40775663	ENSE00001652120	CCDS450.1	ENST00000372748	16	54	-1
1	40775783	40775836	ENSE00001793456	CCDS450.1	ENST00000372748	15	54	-1
1	40775936	40775989	ENSE00001625931	CCDS450.1	ENST00000372748	14	54	-1
1	40776386	40776439	ENSE00001671705	CCDS450.1	ENST00000372748	13	54	-1
1	40776765	40776818	ENSE00001790821	CCDS450.1	ENST00000372748	12	54	-1
1	40776902	40776958	ENSE00001640244	CCDS450.1	ENST00000372748	11	57	-1
1	40777172	40777219	ENSE00001756070	CCDS450.1	ENST00000372748	10	48	-1
1	40777334	40777387	ENSE00002233137	CCDS450.1	ENST00000372748	9	54	-1
1	40777731	40777784	ENSE00001669663	CCDS450.1	ENST00000372748	8	54	-1
1	40778128	40778151	ENSE00001651564	CCDS450.1	ENST00000372748	7	24	-1
1	40778246	40778281	ENSE00001600791	CCDS450.1	ENST00000372748	6	36	-1
1	40778403	40778456	ENSE00001741869	CCDS450.1	ENST00000372748	5	54	-1
1	40779877	40779939	ENSE00001781717	CCDS450.1	ENST00000372748	4	63	-1
1	40780024	40780059	ENSE00001804930	CCDS450.1	ENST00000372748	3	36	-1
1	40781262	40781336	ENSE00001699219	CCDS450.1	ENST00000372748	2	75	-1
1	40878688	40878774	ENSE00000540397	CCDS451.1	ENST00000372718	5	87	1
1	41213206	41213277	ENSE00001643321	"CCDS455.1,CCDS44123.1,CCDS455.1,CCDS44121.1,CCDS44120.1,CCDS455.1,CCDS44122.1,CCDS455.1"	"ENST00000440226,ENST00000427410,ENST00000447388,ENST00000456393,ENST00000425457,ENST00000372654,ENST00000372653,ENST00000372651"	"3,3,3,3,3,4,8,3"	72	1
1	41218823	41218918	ENSE00002360427	"CCDS455.1,CCDS44121.1,CCDS44120.1,CCDS455.1,CCDS44122.1,CCDS455.1,CCDS455.1,CCDS44123.1"	"ENST00000447388,ENST00000456393,ENST00000425457,ENST00000372654,ENST00000372653,ENST00000372651,ENST00000440226,ENST00000427410"	"5,5,5,6,10,5,5,4"	96	1
1	41228662	41228718	ENSE00001458308	CCDS44122.1	ENST00000372653	12	57	1
1	41232268	41232375	ENSE00001662239	"CCDS44121.1,CCDS44120.1,CCDS455.1,CCDS44122.1,CCDS455.1,CCDS455.1,CCDS44123.1,CCDS455.1"	"ENST00000456393,ENST00000425457,ENST00000372654,ENST00000372653,ENST00000372651,ENST00000440226,ENST00000427410,ENST00000447388"	"8,8,9,13,8,8,7,8"	108	1
1	41232590	41232646	ENSE00001080407	CCDS44120.1	ENST00000425457	9	57	1
1	41235028	41235087	ENSE00001683645	"CCDS44122.1,CCDS455.1,CCDS455.1,CCDS44123.1,CCDS455.1,CCDS44121.1,CCDS44120.1,CCDS455.1"	"ENST00000372653,ENST00000372651,ENST00000440226,ENST00000427410,ENST00000447388,ENST00000456393,ENST00000425457,ENST00000372654"	"14,9,9,8,9,9,10,10"	60	1
1	41285837	41285932	ENSE00000768596	CCDS456.1	ENST00000347132	7	96	1
1	41456837	41456920	ENSE00001190748	"CCDS459.1,CCDS459.1"	"ENST00000372621,ENST00000372616"	"6,5"	84	1
1	41457437	41457517	ENSE00001190744	"CCDS459.1,CCDS459.1"	"ENST00000372616,ENST00000372621"	"6,7"	81	1
1	42671433	42671534	ENSE00001045400	"CCDS30689.1,CCDS30689.1,CCDS30689.1,CCDS30689.1"	"ENST00000361346,ENST00000372573,ENST00000545068,ENST00000372572"	"6,6,6,8"	102	-1
1	42693554	42693637	ENSE00001270464	"CCDS30689.1,CCDS30689.1,CCDS30689.1,CCDS30689.1"	"ENST00000372572,ENST00000361346,ENST00000372573,ENST00000545068"	"7,5,5,5"	84	-1
1	42730786	42730860	ENSE00001711680	"CCDS30689.1,CCDS30689.1,CCDS30689.1,CCDS30689.1"	"ENST00000372572,ENST00000361346,ENST00000372573,ENST00000545068"	"6,4,4,4"	75	-1
1	43130534	43130626	ENSE00001144183	CCDS469.1	ENST00000304979	6	93	1
1	43161870	43161959	ENSE00001596728	CCDS470.1	ENST00000321358	4	90	1
1	43217945	43218040	ENSE00001144033	CCDS472.2	ENST00000296388	10	96	-1
1	43221219	43221308	ENSE00001080470	CCDS472.2	ENST00000296388	6	90	-1
1	43239234	43239320	ENSE00001080478	CCDS473.1	ENST00000372525	3	87	1
1	43394603	43394704	ENSE00000769555	CCDS477.1	ENST00000426263	8	102	-1
1	43394881	43394985	ENSE00000769556	CCDS477.1	ENST00000426263	7	105	-1
1	43408897	43408992	ENSE00000870228	CCDS477.1	ENST00000426263	2	96	-1
1	43634610	43634699	ENSE00001080523	CCDS478.1	ENST00000236051	5	90	-1
1	43637557	43637640	ENSE00000769565	CCDS478.1	ENST00000236051	2	84	-1
1	43830409	43830465	ENSE00000870244	CCDS485.1	ENST00000372458	5	57	-1
1	43830599	43830679	ENSE00000769640	CCDS485.1	ENST00000372458	4	81	-1
1	43895682	43895774	ENSE00001249927	CCDS30694.1	ENST00000372442	15	93	1
1	43911850	43911930	ENSE00001249651	CCDS30694.1	ENST00000372442	49	81	1
1	43912013	43912087	ENSE00001249646	CCDS30694.1	ENST00000372442	50	75	1
1	43915774	43915842	ENSE00001249615	CCDS30694.1	ENST00000372442	56	69	1
1	44067742	44067768	ENSE00000957343	"CCDS489.2,CCDS489.2"	"ENST00000372414,ENST00000359947"	"12,14"	27	1
1	44169691	44169783	ENSE00001080536	CCDS491.1	ENST00000372396	21	93	1
1	44423914	44423940	ENSE00000770494	CCDS503.1	ENST00000372343	9	27	1
1	44425921	44426001	ENSE00000770564	CCDS503.1	ENST00000372343	12	81	1
1	44432602	44432691	ENSE00000770593	CCDS503.1	ENST00000372343	18	90	1
1	44685078	44685149	ENSE00001623199	"CCDS509.1,CCDS509.1,CCDS509.1"	"ENST00000361745,ENST00000372289,ENST00000315913"	"8,7,8"	72	1
1	44778841	44778900	ENSE00001142539	CCDS30696.1	ENST00000372257	5	60	-1
1	45091969	45092070	ENSE00001662580	"CCDS510.1,CCDS510.1,CCDS510.1"	"ENST00000372247,ENST00000355387,ENST00000361799"	"4,5,5"	102	1
1	45115555	45115629	ENSE00002394450	"CCDS510.1,CCDS510.1,CCDS510.1"	"ENST00000355387,ENST00000361799,ENST00000372247"	"14,14,13"	75	1
1	45213056	45213157	ENSE00001752907	CCDS512.1	ENST00000372224	3	102	1
1	45220422	45220517	ENSE00001734027	CCDS512.1	ENST00000372224	8	96	1
1	45250577	45250657	ENSE00000957415	CCDS514.1	ENST00000372207	7	81	-1
1	45251271	45251348	ENSE00000957413	CCDS514.1	ENST00000372207	5	78	-1
1	45266512	45266619	ENSE00001186624	CCDS515.1	ENST00000372201	2	108	1
1	45294654	45294746	ENSE00001045285	CCDS516.1	ENST00000372192	11	93	-1
1	45341290	45341367	ENSE00000957325	CCDS517.1	ENST00000360403	9	78	-1
1	45471466	45471555	ENSE00000957528	CCDS41318.1	ENST00000372172	15	90	-1
1	45478964	45479026	ENSE00000861513	CCDS518.1	ENST00000246337	4	63	1
1	45796188	45796229	ENSE00001599383	"CCDS41322.1,CCDS41322.1,CCDS41320.1,CCDS41322.1,CCDS41321.1,CCDS520.1"	"ENST00000456914,ENST00000372104,ENST00000372115,ENST00000355498,ENST00000354383,ENST00000372098"	"15,16,15,15,15,15"	42	-1
1	45798435	45798506	ENSE00001141306	"CCDS41322.1,CCDS41321.1,CCDS520.1,CCDS41322.1,CCDS41322.1,CCDS41320.1"	"ENST00000355498,ENST00000354383,ENST00000372098,ENST00000456914,ENST00000372104,ENST00000372115"	"7,7,7,7,8,7"	72	-1
1	45798590	45798631	ENSE00001141314	"CCDS41320.1,CCDS41322.1,CCDS41321.1,CCDS520.1,CCDS41322.1,CCDS41322.1"	"ENST00000372115,ENST00000355498,ENST00000354383,ENST00000372098,ENST00000456914,ENST00000372104"	"6,6,6,6,6,7"	42	-1
1	45812365	45812451	ENSE00000771115	CCDS41323.1	ENST00000372086	9	87	-1
1	45812651	45812734	ENSE00000771114	CCDS41323.1	ENST00000372086	8	84	-1
1	46034815	46034901	ENSE00000771092	"CCDS523.1,CCDS523.1"	"ENST00000351829,ENST00000372070"	"8,9"	87	1
1	46082009	46082065	ENSE00000771126	"CCDS524.1,CCDS525.1"	"ENST00000350030,ENST00000351223"	"12,11"	57	1
1	46082298	46082375	ENSE00000771127	"CCDS524.1,CCDS525.1"	"ENST00000350030,ENST00000351223"	"13,12"	78	1
1	46485268	46485369	ENSE00001047069	CCDS41326.1	ENST00000361297	11	102	1
1	46650266	46650340	ENSE00000771327	CCDS530.1	ENST00000372003	5	75	1
1	46650457	46650555	ENSE00000771328	CCDS530.1	ENST00000372003	6	99	1
1	46650897	46650980	ENSE00000771330	CCDS530.1	ENST00000372003	8	84	1
1	46658846	46658887	ENSE00001724261	CCDS531.1	ENST00000371984	13	42	-1
1	46658977	46659060	ENSE00001619510	CCDS531.1	ENST00000371984	12	84	-1
1	46661684	46661749	ENSE00001132657	CCDS531.1	ENST00000371984	5	66	-1
1	46714184	46714270	ENSE00001065336	"CCDS532.1,CCDS532.1"	"ENST00000371975,ENST00000442598"	"2,3"	87	1
1	46774773	46774799	ENSE00001684582	CCDS30704.1	ENST00000311672	2	27	1
1	47030713	47030808	ENSE00000957489	"CCDS30705.1,CCDS30705.1,CCDS44134.1,CCDS538.1"	"ENST00000341183,ENST00000428112,ENST00000371945,ENST00000371946"	"9,9,9,10"	96	-1
1	47108866	47108973	ENSE00001065392	CCDS541.1	ENST00000371937	8	108	-1
1	47110833	47110928	ENSE00001065390	CCDS541.1	ENST00000371937	7	96	-1
1	47118253	47118300	ENSE00000957235	"CCDS41327.1,CCDS541.1"	"ENST00000329231,ENST00000371937"	"6,6"	48	-1
1	47119489	47119539	ENSE00000957234	"CCDS41327.1,CCDS541.1"	"ENST00000329231,ENST00000371937"	"5,5"	51	-1
1	47123799	47123861	ENSE00000957233	"CCDS541.1,CCDS41327.1"	"ENST00000371937,ENST00000329231"	"4,4"	63	-1
1	47124359	47124409	ENSE00000957232	"CCDS541.1,CCDS41327.1"	"ENST00000371937,ENST00000329231"	"3,3"	51	-1
1	47152456	47152542	ENSE00001046975	CCDS30706.1	ENST00000371933	8	87	-1
1	47155259	47155363	ENSE00001046988	CCDS30706.1	ENST00000371933	6	105	-1
1	47162223	47162321	ENSE00001046993	CCDS30706.1	ENST00000371933	4	99	-1
1	48690396	48690467	ENSE00000771857	"CCDS30709.2,CCDS44136.1"	"ENST00000438567,ENST00000236495"	"2,2"	72	1
1	48694522	48694626	ENSE00000771858	"CCDS44136.1,CCDS30709.2"	"ENST00000236495,ENST00000438567"	"3,3"	105	1
1	48694775	48694849	ENSE00001456324	CCDS44136.1	ENST00000236495	4	75	1
1	48869474	48869554	ENSE00001064490	CCDS551.1	ENST00000371847	6	81	-1
1	50956260	50956337	ENSE00001302601	"CCDS554.1,CCDS554.1"	"ENST00000371778,ENST00000396153"	"18,17"	78	-1
1	50957393	50957473	ENSE00001298822	"CCDS554.1,CCDS554.1"	"ENST00000371778,ENST00000396153"	"17,16"	81	-1
1	51061793	51061888	ENSE00001323158	"CCDS554.1,CCDS554.1"	"ENST00000396153,ENST00000371778"	"9,10"	96	-1
1	51121114	51121200	ENSE00001326285	"CCDS554.1,CCDS554.1"	"ENST00000371778,ENST00000396153"	"9,8"	87	-1
1	51323601	51323669	ENSE00001672468	"CCDS554.1,CCDS554.1"	"ENST00000371778,ENST00000396153"	"3,2"	69	-1
1	51768029	51768088	ENSE00002370931	"CCDS44143.1,CCDS44144.1"	"ENST00000413473,ENST00000371750"	"11,11"	60	-1
1	51770753	51770818	ENSE00001629098	"CCDS44143.1,CCDS44144.1"	"ENST00000413473,ENST00000371750"	"8,8"	66	-1
1	51913718	51913807	ENSE00001064525	CCDS557.1	ENST00000371733	9	90	-1
1	51926763	51926822	ENSE00001064531	CCDS557.1	ENST00000371733	8	60	-1
1	51930933	51930998	ENSE00001064527	CCDS557.1	ENST00000371733	6	66	-1
1	51934145	51934240	ENSE00001064523	CCDS557.1	ENST00000371733	5	96	-1
1	51937362	51937409	ENSE00001064526	CCDS557.1	ENST00000371733	4	48	-1
1	51938531	51938620	ENSE00001064522	CCDS557.1	ENST00000371733	3	90	-1
1	51946945	51946986	ENSE00001383670	CCDS557.1	ENST00000371733	2	42	-1
1	52117663	52117713	ENSE00001662108	"CCDS44145.1,CCDS41332.1"	"ENST00000447887,ENST00000428468"	"2,2"	51	1
1	52205815	52205883	ENSE00001286045	CCDS44145.1	ENST00000447887	5	69	1
1	52211208	52211303	ENSE00001628077	"CCDS558.1,CCDS41332.1,CCDS44145.1"	"ENST00000361556,ENST00000428468,ENST00000447887"	"2,5,6"	96	1
1	52212382	52212429	ENSE00001702488	"CCDS558.1,CCDS41332.1,CCDS44145.1"	"ENST00000361556,ENST00000428468,ENST00000447887"	"3,6,7"	48	1
1	52214041	52214070	ENSE00001755223	"CCDS44145.1,CCDS558.1,CCDS41332.1"	"ENST00000447887,ENST00000361556,ENST00000428468"	"8,4,7"	30	1
1	52215817	52215867	ENSE00001609308	"CCDS44145.1,CCDS558.1,CCDS41332.1"	"ENST00000447887,ENST00000361556,ENST00000428468"	"9,5,8"	51	1
1	52221992	52222030	ENSE00001286072	"CCDS41333.1,CCDS41332.1,CCDS41333.1"	"ENST00000531828,ENST00000428468,ENST00000435686"	"6,9,8"	39	1
1	52255240	52255329	ENSE00000412762	"CCDS41335.1,CCDS559.1"	"ENST00000352171,ENST00000354831"	"30,32"	90	-1
1	52258049	52258096	ENSE00000835661	"CCDS559.1,CCDS41335.1"	"ENST00000354831,ENST00000352171"	"27,25"	48	-1
1	52277666	52277770	ENSE00000835672	"CCDS559.1,CCDS41335.1"	"ENST00000354831,ENST00000352171"	"17,15"	105	-1
1	52769493	52769597	ENSE00001157067	"CCDS564.1,CCDS563.1,CCDS563.1"	"ENST00000357206,ENST00000371591,ENST00000287727"	"12,12,13"	105	1
1	52849502	52849609	ENSE00000772181	"CCDS566.1,CCDS566.1"	"ENST00000371566,ENST00000371568"	"12,12"	108	-1
